appid,review_score_desc,total_positive,total_negative
3111710,Positive,17,0
3111720,No user reviews,0,0
3111730,4 user reviews,4,0
3111740,No user reviews,0,0
3111770,No user reviews,0,0
3111780,6 user reviews,5,1
3111800,Mostly Negative,140,231
3111830,No user reviews,0,0
3111850,No user reviews,0,0
3111860,No user reviews,0,0
3111900,No user reviews,0,0
3111920,3 user reviews,3,0
3111930,Mostly Positive,444,162
3111960,No user reviews,0,0
3111970,No user reviews,0,0
3111980,No user reviews,0,0
3112000,No user reviews,0,0
3112010,Overwhelmingly Positive,1740,65
3112030,Positive,12,0
3112050,3 user reviews,1,2
3112100,Positive,14,3
3112170,Very Positive,205,51
3112200,No user reviews,0,0
3112210,Positive,12,1
3112220,Very Positive,57,5
3112260,Mostly Positive,1583,646
3112280,Mostly Positive,195,49
3112290,Mostly Positive,228,72
3112340,No user reviews,0,0
3112380,1 user reviews,1,0
3112410,No user reviews,0,0
3112420,No user reviews,0,0
3112450,No user reviews,0,0
3112470,Positive,15,0
3112500,Very Positive,86,19
3112520,No user reviews,0,0
3112540,4 user reviews,0,4
3112620,1 user reviews,1,0
3112630,1 user reviews,1,0
3112640,1 user reviews,1,0
3112650,1 user reviews,1,0
3112660,1 user reviews,1,0
3112730,Positive,37,2
3112740,1 user reviews,1,0
3113010,No user reviews,0,0
3113020,No user reviews,0,0
3113030,Very Positive,77,15
3113060,Positive,30,5
3113080,1 user reviews,1,0
3113140,No user reviews,0,0
3113230,Mixed,59,27
3113260,Mostly Positive,14,6
3113330,No user reviews,0,0
3113340,Mixed,12,14
3113350,No user reviews,0,0
3113360,7 user reviews,7,0
3113390,2 user reviews,2,0
3113400,No user reviews,0,0
3113420,No user reviews,0,0
3113430,No user reviews,0,0
3113480,No user reviews,0,0
3113490,No user reviews,0,0
3113500,Very Positive,91,12
3113510,Very Positive,90,10
3113530,Mostly Positive,26,9
3113550,3 user reviews,3,0
3113580,No user reviews,0,0
3113590,No user reviews,0,0
3113600,3 user reviews,3,0
3113640,6 user reviews,6,0
3113650,Positive,26,0
3113670,No user reviews,0,0
3113680,Very Positive,273,21
3113690,No user reviews,0,0
3113710,8 user reviews,7,1
3113730,Positive,33,2
3113740,Positive,14,0
3113750,Mixed,71,79
3113780,Very Positive,87,6
3113810,No user reviews,0,0
3113850,No user reviews,0,0
3113870,Very Positive,68,5
3113890,Positive,21,1
3113920,No user reviews,0,0
3113940,No user reviews,0,0
3113950,2 user reviews,2,0
3113980,1 user reviews,1,0
3113990,Very Positive,283,36
3114010,Overwhelmingly Positive,591,25
3114040,No user reviews,0,0
3114070,No user reviews,0,0
3114080,Very Positive,88,14
3114090,No user reviews,0,0
3114100,No user reviews,0,0
3114140,5 user reviews,0,5
3114150,Positive,15,2
3114160,1 user reviews,0,1
3114230,Mostly Positive,33,12
3114250,No user reviews,0,0
3114280,7 user reviews,7,0
3114290,No user reviews,0,0
3114300,Very Positive,99,22
3114310,5 user reviews,4,1
3114320,2 user reviews,2,0
3114360,Positive,17,0
3114370,Mixed,83,40
3114390,No user reviews,0,0
3114410,Mostly Positive,2186,743
3114420,No user reviews,0,0
3114440,3 user reviews,3,0
3114470,Mixed,21,23
3114480,No user reviews,0,0
3114500,Very Positive,128,20
3114510,8 user reviews,5,3
3114570,Mostly Negative,10,22
3114600,No user reviews,0,0
3114610,6 user reviews,2,4
3114620,1 user reviews,1,0
3114650,Mostly Positive,59,25
3114680,Mixed,6,8
3114690,No user reviews,0,0
3114700,4 user reviews,2,2
3114760,Mostly Positive,30,10
3114780,Mixed,6,4
3114850,No user reviews,0,0
3114860,Mixed,11,7
3114890,Positive,25,6
3114900,Very Positive,1308,245
3114940,Mostly Positive,139,57
3114990,Mixed,8,4
3115010,Very Positive,1320,324
3115020,5 user reviews,5,0
3115030,No user reviews,0,0
3115040,No user reviews,0,0
3115060,Positive,12,1
3115130,Positive,17,3
3115150,Positive,44,0
3115160,No user reviews,0,0
3115190,No user reviews,0,0
3115220,Overwhelmingly Positive,6314,139
3115230,No user reviews,0,0
3115240,Very Positive,104,12
3115250,No user reviews,0,0
3115290,Very Positive,72,4
3115310,No user reviews,0,0
3115320,No user reviews,0,0
3115330,No user reviews,0,0
3115340,5 user reviews,5,0
3115350,2 user reviews,2,0
3115360,Positive,30,3
3115370,No user reviews,0,0
3115410,No user reviews,0,0
3115420,No user reviews,0,0
3115440,Positive,41,2
3115480,No user reviews,0,0
3115490,No user reviews,0,0
3115500,Very Positive,59,6
3115510,Very Positive,237,15
3115520,Positive,21,5
3115530,Mostly Positive,34,10
3115650,2 user reviews,2,0
3115660,No user reviews,0,0
3115840,4 user reviews,0,4
3115850,Mostly Positive,7,3
3115860,1 user reviews,1,0
3115870,No user reviews,0,0
3115880,Positive,30,5
3115890,Positive,38,2
3115900,No user reviews,0,0
3116080,1 user reviews,1,0
3116100,6 user reviews,1,5
3116120,Very Positive,64,8
3116160,No user reviews,0,0
3116180,Positive,25,1
3116190,4 user reviews,3,1
3116200,4 user reviews,1,3
3116220,Positive,28,2
3116230,No user reviews,0,0
3116240,No user reviews,0,0
3116260,Positive,13,1
3116300,6 user reviews,5,1
3116330,No user reviews,0,0
3116350,No user reviews,0,0
3116360,Mixed,226,100
3116370,Mostly Positive,40,14
3116400,Positive,30,4
3116440,No user reviews,0,0
3116450,Very Positive,54,12
3116460,No user reviews,0,0
3116470,Very Positive,73,9
3116480,6 user reviews,3,3
3116500,No user reviews,0,0
3116530,Mixed,61,37
3116540,No user reviews,0,0
3116600,No user reviews,0,0
3116640,Mixed,276,142
3116700,No user reviews,0,0
3116720,Mixed,46,42
3116730,Mixed,57,25
3116740,1 user reviews,0,1
3116790,5 user reviews,3,2
3116810,Mostly Positive,27,8
3116860,No user reviews,0,0
3116870,No user reviews,0,0
3116880,Mostly Negative,7,16
3116890,Very Positive,666,146
3116920,Mixed,5,7
3116930,Positive,20,3
3117160,Very Positive,53,7
3117600,1 user reviews,1,0
3117620,4 user reviews,4,0
3117630,1 user reviews,1,0
3117660,Very Positive,668,74
3117670,2 user reviews,2,0
3117680,Positive,19,4
3117710,1 user reviews,1,0
3117720,No user reviews,0,0
3117730,No user reviews,0,0
3117740,2 user reviews,2,0
3117780,Very Positive,118,7
3117800,Mostly Positive,11,3
3117810,9 user reviews,3,6
3117820,Very Positive,32024,2101
3117950,1 user reviews,0,1
3117990,6 user reviews,5,1
3118010,Very Positive,55,6
3118040,Positive,22,5
3118050,No user reviews,0,0
3118060,No user reviews,0,0
3118070,Mixed,18,10
3118140,3 user reviews,3,0
3118160,Very Positive,208,9
3118200,2 user reviews,2,0
3118250,4 user reviews,4,0
3118260,8 user reviews,5,3
3118270,7 user reviews,6,1
3118290,Mixed,70,35
3118310,Positive,23,2
3118330,9 user reviews,2,7
3118340,1 user reviews,1,0
3118380,6 user reviews,5,1
3118420,No user reviews,0,0
3118450,Positive,39,0
3118490,No user reviews,0,0
3118520,Positive,24,4
3118570,1 user reviews,1,0
3118580,Very Positive,72,4
3118600,No user reviews,0,0
3118620,2 user reviews,1,1
3118630,Very Positive,67,0
3118650,No user reviews,0,0
3118690,No user reviews,0,0
3118700,No user reviews,0,0
3118730,Positive,22,2
3118740,Mixed,16,7
3118830,1 user reviews,1,0
3118840,No user reviews,0,0
3118850,3 user reviews,2,1
3118860,No user reviews,0,0
3118870,Negative,2,11
3118880,Mixed,10,8
3118900,1 user reviews,0,1
3118910,No user reviews,0,0
3118960,4 user reviews,0,4
3119010,No user reviews,0,0
3119020,No user reviews,0,0
3119040,5 user reviews,4,1
3119050,Mostly Positive,36,13
3119140,6 user reviews,2,4
3119150,1 user reviews,1,0
3119170,No user reviews,0,0
3119180,1 user reviews,0,1
3119190,No user reviews,0,0
3119200,No user reviews,0,0
3119210,No user reviews,0,0
3119220,Mostly Positive,11,4
3119240,No user reviews,0,0
3119250,5 user reviews,4,1
3119260,Positive,24,0
3119380,No user reviews,0,0
3119390,Positive,16,2
3119410,4 user reviews,4,0
3119430,Positive,11,1
3119450,No user reviews,0,0
3119460,2 user reviews,1,1
3119470,Mostly Positive,37,13
3119480,Very Positive,68,17
3119520,Mostly Negative,146,300
3119540,Overwhelmingly Positive,939,14
3119550,6 user reviews,6,0
3119610,Positive,11,0
3119640,No user reviews,0,0
3119660,4 user reviews,4,0
3119670,No user reviews,0,0
3119690,No user reviews,0,0
3119700,Very Positive,87,11
3119710,No user reviews,0,0
3119720,Mostly Positive,140,39
3119730,No user reviews,0,0
3119780,Mostly Positive,90,32
3119820,2 user reviews,2,0
3119830,No user reviews,0,0
3119850,5 user reviews,3,2
3119930,4 user reviews,4,0
3119950,4 user reviews,4,0
3119960,No user reviews,0,0
3119980,No user reviews,0,0
3119990,No user reviews,0,0
3120000,Very Positive,53,0
3120020,Very Positive,146,16
3120030,Positive,19,0
3120040,Positive,39,1
3120050,Positive,12,1
3120070,2 user reviews,2,0
3120140,Positive,12,0
3120160,2 user reviews,2,0
3120190,4 user reviews,4,0
3120200,3 user reviews,1,2
3120210,Mixed,9,4
3120250,Very Positive,70,10
3120270,No user reviews,0,0
3120290,Mixed,23,11
3120300,Mixed,16,9
3120310,Mixed,13,7
3120320,Mixed,15,9
3120370,4 user reviews,2,2
3120380,1 user reviews,1,0
3120410,Positive,12,1
3120430,No user reviews,0,0
3120460,No user reviews,0,0
3120490,No user reviews,0,0
3120500,No user reviews,0,0
3120510,No user reviews,0,0
3120560,1 user reviews,1,0
3120600,Mostly Positive,13,4
3120630,No user reviews,0,0
3120700,Mixed,19,27
3120720,No user reviews,0,0
3120730,5 user reviews,4,1
3120740,Positive,15,1
3120750,No user reviews,0,0
3120760,1 user reviews,0,1
3120790,No user reviews,0,0
3120810,Positive,21,5
3120860,8 user reviews,6,2
3120880,Positive,16,0
3120890,Positive,36,2
3120910,7 user reviews,6,1
3120980,Mixed,14,8
3120990,No user reviews,0,0
3121010,No user reviews,0,0
3121070,Mostly Negative,15,24
3121090,8 user reviews,5,3
3121110,Very Positive,12325,1312
3121160,3 user reviews,0,3
3121190,No user reviews,0,0
3121210,1 user reviews,1,0
3121220,6 user reviews,6,0
3121230,No user reviews,0,0
3121260,No user reviews,0,0
3121320,2 user reviews,2,0
3121330,No user reviews,0,0
3121340,No user reviews,0,0
3121410,No user reviews,0,0
3121430,Positive,24,1
3121440,No user reviews,0,0
3121470,Very Positive,323,13
3121490,Mostly Positive,661,218
3121530,No user reviews,0,0
3121570,No user reviews,0,0
3121580,3 user reviews,3,0
3121600,Positive,43,5
3121610,Mixed,17,10
3121620,Positive,11,0
3121630,Mostly Positive,8,3
3121640,1 user reviews,1,0
3121650,Very Positive,121,10
3121680,No user reviews,0,0
3121710,No user reviews,0,0
3121720,5 user reviews,5,0
3121780,5 user reviews,5,0
3121800,Mixed,16,8
3121810,No user reviews,0,0
3121840,No user reviews,0,0
3121850,No user reviews,0,0
3121860,4 user reviews,2,2
3121890,No user reviews,0,0
3121910,No user reviews,0,0
3121930,No user reviews,0,0
3121960,1 user reviews,1,0
3121970,Mixed,11,8
3121980,Positive,48,1
3121990,No user reviews,0,0
3122000,No user reviews,0,0
3122050,3 user reviews,3,0
3122100,5 user reviews,3,2
3122120,7 user reviews,4,3
3122150,Mostly Positive,144,40
3122170,Mixed,208,109
3122220,No user reviews,0,0
3122240,4 user reviews,3,1
3122270,4 user reviews,4,0
3122290,4 user reviews,2,2
3122340,No user reviews,0,0
3122360,Positive,23,1
3122370,1 user reviews,0,1
3122380,8 user reviews,5,3
3122430,3 user reviews,1,2
3122450,No user reviews,0,0
3122460,Mostly Positive,445,140
3122470,No user reviews,0,0
3122490,Positive,21,0
3122500,No user reviews,0,0
3122530,Very Positive,228,17
3122540,5 user reviews,3,2
3122570,3 user reviews,1,2
3122580,3 user reviews,2,1
3122590,No user reviews,0,0
3122600,No user reviews,0,0
3122670,1 user reviews,1,0
3122690,No user reviews,0,0
3122700,4 user reviews,4,0
3122710,5 user reviews,4,1
3122720,2 user reviews,2,0
3122740,Mostly Negative,10,20
3122750,1 user reviews,1,0
3122790,No user reviews,0,0
3122820,1 user reviews,1,0
3122860,No user reviews,0,0
3122900,Mostly Positive,380,141
3122910,No user reviews,0,0
3122920,Very Positive,348,67
3122930,No user reviews,0,0
3122940,8 user reviews,8,0
3122950,Very Positive,97,6
3122970,No user reviews,0,0
3122980,1 user reviews,0,1
3122990,Mixed,149,82
3123000,No user reviews,0,0
3123030,4 user reviews,3,1
3123060,No user reviews,0,0
3123070,Mostly Positive,11,3
3123090,2 user reviews,1,1
3123100,No user reviews,0,0
3123120,Mostly Positive,139,41
3123130,No user reviews,0,0
3123170,6 user reviews,5,1
3123230,No user reviews,0,0
3123250,Very Positive,54,9
3123290,Mixed,58,51
3123310,1 user reviews,1,0
3123320,Very Positive,87,11
3123410,Mixed,2055,1140
3123420,No user reviews,0,0
3123450,Mostly Negative,8,19
3123460,Positive,18,2
3123520,No user reviews,0,0
3123540,Very Positive,83,6
3123580,Positive,8,2
3123610,No user reviews,0,0
3123630,Positive,11,2
3123650,No user reviews,0,0
3123670,No user reviews,0,0
3123700,No user reviews,0,0
3123770,Very Positive,72,6
3123780,No user reviews,0,0
3123790,No user reviews,0,0
3123800,Very Positive,64,5
3123830,Mixed,76,52
3123880,Mixed,37,16
3123920,9 user reviews,9,0
3123980,No user reviews,0,0
3123990,8 user reviews,8,0
3124000,No user reviews,0,0
3124020,No user reviews,0,0
3124030,2 user reviews,2,0
3124050,6 user reviews,6,0
3124080,Very Positive,49,7
3124100,No user reviews,0,0
3124130,8 user reviews,7,1
3124190,No user reviews,0,0
3124200,No user reviews,0,0
3124210,3 user reviews,3,0
3124230,Very Positive,444,47
3124310,Positive,33,5
3124320,8 user reviews,8,0
3124330,No user reviews,0,0
3124340,Very Positive,1040,215
3124370,No user reviews,0,0
3124380,Positive,28,7
3124390,Mostly Negative,11,28
3124460,2 user reviews,0,2
3124470,No user reviews,0,0
3124480,5 user reviews,5,0
3124540,Overwhelmingly Positive,31993,1326
3124550,Very Positive,480,74
3124670,2 user reviews,0,2
3124710,Positive,29,2
3124740,2 user reviews,1,1
3124760,No user reviews,0,0
3124770,No user reviews,0,0
3124780,1 user reviews,1,0
3124790,3 user reviews,2,1
3124810,Positive,17,1
3124820,No user reviews,0,0
3124840,No user reviews,0,0
3124850,Very Positive,146,23
3124860,Mostly Positive,18,6
3124870,No user reviews,0,0
3124900,No user reviews,0,0
3124910,No user reviews,0,0
3124920,Positive,34,4
3124970,7 user reviews,4,3
3125030,Mixed,48,35
3125050,Mostly Positive,115,44
3125070,Mostly Positive,9,3
3125080,2 user reviews,1,1
3125090,5 user reviews,4,1
3125120,Very Positive,269,4
3125140,No user reviews,0,0
3125150,Positive,18,0
3125230,9 user reviews,8,1
3125250,Mostly Positive,1216,462
3125260,Mixed,8,4
3125270,Mostly Positive,37,10
3125300,No user reviews,0,0
3125310,No user reviews,0,0
3125320,No user reviews,0,0
3125350,No user reviews,0,0
3125370,Positive,11,0
3125400,No user reviews,0,0
3125410,1 user reviews,1,0
3125430,No user reviews,0,0
3125460,No user reviews,0,0
3125500,Positive,27,0
3125530,Positive,16,4
3125540,No user reviews,0,0
3125550,Positive,10,1
3125560,5 user reviews,4,1
3125570,Very Positive,78,18
3125590,5 user reviews,5,0
3125600,6 user reviews,6,0
3125620,No user reviews,0,0
3125640,6 user reviews,6,0
3125650,6 user reviews,6,0
3125690,No user reviews,0,0
3125700,Mixed,16,14
3125710,2 user reviews,2,0
3125730,4 user reviews,4,0
3125750,Very Positive,115,18
3125760,Positive,16,0
3125820,Positive,12,0
3125830,Positive,14,3
3125850,Positive,8,2
3125860,No user reviews,0,0
3125880,No user reviews,0,0
3125890,Very Positive,219,24
3125910,7 user reviews,5,2
3125920,No user reviews,0,0
3125930,No user reviews,0,0
3125970,No user reviews,0,0
3126050,2 user reviews,2,0
3126090,5 user reviews,4,1
3126110,Mostly Negative,4,7
3126140,Very Positive,51,9
3126150,Mostly Positive,1167,391
3126160,Mostly Positive,23,6
3126170,No user reviews,0,0
3126200,1 user reviews,1,0
3126210,6 user reviews,3,3
3126220,Mixed,10,7
3126230,No user reviews,0,0
3126240,1 user reviews,1,0
3126270,4 user reviews,4,0
3126280,Mostly Positive,18,5
3126290,No user reviews,0,0
3126300,4 user reviews,3,1
3126320,2 user reviews,2,0
3126330,Very Positive,2366,308
3126340,Very Positive,186,7
3126380,Mostly Positive,16,6
3126410,No user reviews,0,0
3126420,Positive,24,4
3126440,Mostly Positive,13,5
3126470,Mixed,753,490
3126480,No user reviews,0,0
3126490,No user reviews,0,0
3126500,No user reviews,0,0
3126520,3 user reviews,3,0
3126530,Very Positive,214,9
3126560,2 user reviews,2,0
3126590,No user reviews,0,0
3126620,Mostly Positive,18,7
3126650,Mixed,5,5
3126660,3 user reviews,3,0
3126790,4 user reviews,4,0
3126820,Positive,19,3
3126860,2 user reviews,2,0
3126880,Mostly Positive,24,8
3126890,7 user reviews,5,2
3126900,No user reviews,0,0
3126980,Very Positive,73,7
3126990,No user reviews,0,0
3127000,Very Positive,264,34
3127030,No user reviews,0,0
3127100,6 user reviews,3,3
3127110,No user reviews,0,0
3127230,Very Positive,327,24
3127240,2 user reviews,2,0
3127270,Very Positive,60,5
3127280,Mostly Positive,1045,446
3127290,Positive,8,2
3127320,No user reviews,0,0
3127350,3 user reviews,3,0
3127360,No user reviews,0,0
3127380,9 user reviews,6,3
3127440,Very Positive,65,8
3127480,Very Negative,6,50
3127520,No user reviews,0,0
3127540,4 user reviews,4,0
3127570,3 user reviews,3,0
3127600,Positive,10,1
3127610,1 user reviews,1,0
3127620,No user reviews,0,0
3127630,No user reviews,0,0
3127640,2 user reviews,2,0
3127650,Very Positive,1084,205
3127670,No user reviews,0,0
3127690,1 user reviews,1,0
3127710,Positive,18,4
3127740,No user reviews,0,0
3127750,Mostly Positive,86,22
3127760,Mixed,16,22
3127770,Very Positive,87,18
3127780,No user reviews,0,0
3127870,Mixed,21,13
3127880,1 user reviews,1,0
3127910,No user reviews,0,0
3128000,No user reviews,0,0
3128010,2 user reviews,2,0
3128040,No user reviews,0,0
3128060,No user reviews,0,0
3128080,No user reviews,0,0
3128150,4 user reviews,4,0
3128190,3 user reviews,1,2
3128220,Mixed,34,22
3128240,1 user reviews,0,1
3128270,4 user reviews,4,0
3128280,Very Positive,54,11
3128310,3 user reviews,3,0
3128360,No user reviews,0,0
3128440,No user reviews,0,0
3128470,No user reviews,0,0
3128520,Mixed,7,4
3128530,Mixed,8,4
3128560,4 user reviews,4,0
3128570,Mostly Positive,117,33
3128580,Positive,32,3
3128590,No user reviews,0,0
3128610,No user reviews,0,0
3128680,4 user reviews,4,0
3128730,No user reviews,0,0
3128740,Mostly Positive,285,112
3128770,No user reviews,0,0
3128780,Positive,42,0
3128830,Positive,9,2
3128840,3 user reviews,3,0
3128940,Mixed,19,12
3128950,Very Positive,302,56
3128980,3 user reviews,3,0
3129000,2 user reviews,1,1
3129010,2 user reviews,2,0
3129020,No user reviews,0,0
3129050,No user reviews,0,0
3129080,No user reviews,0,0
3129110,Positive,19,0
3129150,No user reviews,0,0
3129170,6 user reviews,6,0
3129180,No user reviews,0,0
3129220,No user reviews,0,0
3129280,No user reviews,0,0
3129310,No user reviews,0,0
3129330,No user reviews,0,0
3129350,No user reviews,0,0
3129360,No user reviews,0,0
3129370,Mixed,63,88
3129400,Positive,13,1
3129420,No user reviews,0,0
3129570,5 user reviews,4,1
3129590,Positive,12,1
3129650,Very Positive,69,6
3129720,Positive,24,4
3129760,Very Positive,116,9
3129770,No user reviews,0,0
3129780,No user reviews,0,0
3129790,No user reviews,0,0
3129820,2 user reviews,2,0
